client_id,time,day,month,code,type_description,amount,target
92326906,54834.0,253,8,4814,3,-2245.92,1
38691781,29484.0,171,5,6010,1,675.8,0
82370878,63239.0,161,5,4814,3,-1122.96,0
11835383,81260.0,402,13,5499,0,-1212.79,0
53979285,0.0,88,2,5411,0,-2380.67,0
62471330,66158.0,76,2,5411,0,-11611.38,1
49288762,82071.0,410,13,6010,1,33935.79,0
42754565,35485.0,60,1,6011,2,-2245.92,1
30334335,0.0,450,14,5541,0,-4244.78,0
62735787,61012.0,427,14,6010,1,449183.15,0
74593159,32912.0,67,2,4814,3,-1122.96,0
70838258,45894.0,193,6,5983,0,-2245.92,0
11946025,29733.0,262,8,4829,1,-22459.16,1
24338730,62630.0,54,1,5921,0,-588.88,0
28839991,45034.0,391,12,5499,0,-16058.3,0
76043922,53661.0,435,14,6010,1,34946.45,0
86805818,81387.0,429,14,4814,3,-2245.92,1
65102839,33045.0,343,11,4829,1,-1603583.86,0
79080894,58281.0,383,12,4814,3,-2245.92,0
24062324,59473.0,309,10,5411,0,-2706.33,1
67917142,71064.0,361,11,6011,2,-44918.32,0
42587346,60667.0,256,8,4814,3,-2245.92,0
20370696,47058.0,434,14,4829,5,-145.98,0
68368659,76598.0,190,6,5411,0,-23114.97,0
4895767,63030.0,214,7,4814,3,-6737.75,1
43934285,27000.0,441,14,4829,1,-2245.92,1
96063064,30821.0,227,7,5499,0,-3054.45,1
68600759,28735.0,124,4,4829,5,-786.07,0
71673925,68288.0,76,2,5977,0,-3261.07,0
31236013,0.0,203,6,6011,2,-15721.41,1
76313007,45001.0,45,1,4829,1,-157214.1,0
26211677,48174.0,374,12,5921,0,-8693.94,1
98165114,48540.0,277,9,5912,0,-5266.67,1
26525546,70024.0,25,0,4814,3,-2245.92,0
98507645,62234.0,389,12,5499,0,-1109.48,0
75521890,51124.0,409,13,4829,1,-11729.3,0
35905456,66061.0,388,12,6010,1,4941.01,0
87503598,64799.0,253,8,5411,0,-29253.05,1
18889791,64948.0,395,13,6010,1,13947.14,0
65224677,70711.0,116,3,4814,3,-1122.96,0
73534440,67701.0,424,13,6010,1,33688.74,1
50350048,59356.0,260,8,4814,3,-786.07,1
23910067,32746.0,230,7,6011,2,-8983.66,0
69160588,43122.0,338,11,5812,0,-3144.28,0
14169381,47463.0,84,2,4829,5,-673.77,0
59597576,0.0,232,7,5912,0,-30849.9,1
2673490,0.0,428,14,5499,0,-6175.82,0
25992960,41217.0,131,4,4814,3,-4491.83,0
84608194,57530.0,437,14,5993,0,-2627.72,1
39120112,39685.0,71,2,6011,2,-8983.66,0
48802270,39445.0,250,8,5499,0,-2088.7,0
6180127,73985.0,395,13,5661,0,-33845.95,1
56519127,44988.0,34,1,4814,3,-4716.42,1
45729557,0.0,289,9,5921,0,-11791.06,0
73448532,41298.0,388,12,4814,3,-2245.92,0
6927639,62379.0,219,7,5411,0,-38135.65,0
42260184,36297.0,344,11,6011,2,-33688.74,0
88656506,0.0,23,0,5411,0,-7493.05,1
36092225,0.0,356,11,5199,0,-1459.85,1
7346340,20179.0,411,13,4814,3,-2245.92,0
38691781,51038.0,58,1,4829,1,-410619.88,0
49618966,62926.0,454,14,4814,3,-1122.96,1
82235884,45976.0,375,12,6010,1,20307.8,0
62735787,37919.0,3,0,6011,5,-4469.37,0
80292281,0.0,362,11,5541,0,-6715.29,0
63091006,0.0,240,7,5411,0,-28216.11,1
49288762,34937.0,313,10,6010,1,10308.75,0
88131351,76759.0,41,1,6011,2,-22459.16,1
82114742,67588.0,126,4,5411,0,-4858.14,0
35825600,45937.0,333,10,5411,0,-7366.6,0
76113396,78437.0,449,14,6011,2,-224591.58,1
23509423,53662.0,447,14,4829,1,-662545.15,1
66367958,32647.0,352,11,6011,4,449.18,0
64398432,0.0,419,13,5499,0,-1998.87,0
28759598,0.0,5,0,5411,0,-16991.25,0
9659888,0.0,323,10,5964,0,-16435.61,1
80670685,61420.0,355,11,4829,1,-14598.45,0
85861930,35841.0,100,3,6010,1,36990.23,0
67267524,19273.0,349,11,5411,0,-2726.54,0
95213230,79978.0,317,10,6011,2,-11229.58,0
33182077,47877.0,451,14,4814,3,-1122.96,0
84712006,35820.0,279,9,6010,1,7231.85,1
24419000,0.0,182,6,7995,0,-3166.74,0
4923294,52749.0,63,2,4814,3,-2245.92,0
38557984,37067.0,378,12,4814,3,-1122.96,0
48434170,63746.0,451,14,6011,2,-943284.62,1
74617138,58901.0,20,0,6011,2,-4491.83,0
45627866,54533.0,43,1,6010,1,14423.27,0
38603818,76241.0,448,14,4829,1,-2245.92,1
493506,44594.0,394,12,4814,3,-13475.49,0
57083713,46204.0,205,6,5499,0,-8935.6,0
34760720,49840.0,196,6,5411,0,-5754.04,0
2852393,34016.0,328,10,5331,0,-2133.62,0
45550463,65898.0,378,12,6010,1,181919.18,1
14866430,79979.0,384,12,5411,0,-5008.39,1
513162,46004.0,237,7,6011,2,-44918.32,0
30439633,63007.0,369,12,4829,1,-67377.47,1
61034383,0.0,292,9,5964,0,-21137.44,0
43660285,26203.0,117,3,6011,2,-1122.96,1
45448008,0.0,325,10,5411,0,-47966.02,0
45745541,63406.0,240,7,6010,1,7862.95,0
36759361,75219.0,56,1,5499,0,-23627.03,1
8415834,54682.0,71,2,6010,1,89836.63,1
53397421,0.0,130,4,7995,0,-1347.55,0
54741237,62873.0,23,0,6011,2,-22459.16,0
23190416,53251.0,197,6,4829,1,-112295.79,0
56661668,67395.0,121,3,5411,0,-69623.39,0
82632277,46653.0,143,4,5411,0,-11656.3,1
5503018,59931.0,207,6,8999,0,-44918.32,0
81313537,0.0,242,7,5977,0,-10555.8,0
13032345,36876.0,147,4,4829,1,-1122957.89,0
85490501,52604.0,403,13,6011,2,-177427.35,1
24048165,46741.0,229,7,4829,1,-33688.74,0
27698582,16783.0,361,11,4814,3,-11229.58,0
31267301,23555.0,356,11,6011,2,-22459.16,0
51303724,46053.0,154,5,6011,2,-67377.47,0
76691078,0.0,456,15,7542,0,-6737.75,1
50988636,80715.0,282,9,6011,4,94328.46,1
84425967,66333.0,326,10,5983,0,-6737.75,0
37800161,0.0,298,9,5977,0,-49751.08,0
36598627,0.0,418,13,4900,0,-1661.98,0
21131912,36287.0,147,4,4814,3,-4267.24,1
84351524,16136.0,437,14,6010,1,4491.83,1
73110554,47262.0,158,5,5045,0,-307465.87,1
35995375,34155.0,366,12,5499,0,-1639.52,1
38874433,50069.0,340,11,5499,0,-2250.41,0
35858905,85451.0,29,0,5411,0,-5423.89,1
71813116,58503.0,68,2,6011,2,-22459.16,0
19960805,0.0,209,6,5812,0,-29196.91,0
85356295,11229.0,112,3,6010,1,89836.63,1
68159369,0.0,423,13,5814,0,-2695.1,1
87949693,42829.0,176,5,6010,1,134754.95,0
65817315,39502.0,340,11,4814,3,-4491.83,0
54888680,53690.0,294,9,6010,1,3503.63,1
2702587,2428.0,299,9,5499,0,-449.18,0
82778889,35782.0,230,7,4814,3,-6737.75,0
50846777,14802.0,317,10,6011,2,-145984.53,1
14154413,0.0,347,11,5411,0,-9634.98,1
14505893,0.0,352,11,5814,0,-4424.45,0
32358446,73785.0,395,13,5331,0,-2144.85,1
67708465,64561.0,92,3,4814,3,-2245.92,0
88189065,0.0,45,1,5945,0,-57437.05,0
55995250,63616.0,423,13,6011,2,-2021324.19,1
5067196,31974.0,314,10,5411,0,-1614.81,1
31810428,52919.0,427,14,5999,0,-8242.51,0
86997978,54195.0,269,8,4814,3,-1122.96,0
94098171,0.0,309,10,5964,0,-11138.62,1
63109769,75121.0,305,10,5812,0,-43570.77,1
2775618,60934.0,211,6,4814,3,-1122.96,0
72087231,54719.0,173,5,5499,0,-1347.55,0
815836,32759.0,307,10,742,0,-3368.87,1
45745541,25037.0,101,3,4829,1,-291969.05,1
10004871,42387.0,339,11,6010,1,3553.04,0
20297899,80640.0,392,12,6011,2,-22459.16,1
77005402,75213.0,340,11,5411,0,-2784.94,0
4395772,47392.0,380,12,5541,0,-39822.56,0
7935433,51364.0,226,7,5331,0,-1751.81,1
80120933,51098.0,38,1,5541,0,-22459.16,1
74800099,0.0,11,0,5411,0,-23761.79,1
13083218,81129.0,121,3,4814,3,-1122.96,0
16152597,50610.0,335,11,6010,1,224591.58,0
27446461,40789.0,453,14,4814,3,-1122.96,1
49188073,68612.0,241,7,5533,0,-20213.24,0
24494294,66980.0,31,1,6011,5,-11454.17,1
10722119,62768.0,336,11,6011,2,-22459.16,0
41016531,17180.0,113,3,4814,3,-1122.96,0
15407862,60881.0,343,11,5912,0,-7681.03,0
76043922,34669.0,271,8,6010,1,224.59,0
83943760,17509.0,177,5,4814,3,-4491.83,0
7443671,59777.0,106,3,5331,0,-2434.57,0
77148640,0.0,362,11,5533,0,-17751.72,0
41764042,50959.0,97,3,4814,3,-2245.92,1
74331777,44783.0,5,0,5411,0,-9825.88,0
68310946,44703.0,237,7,5812,0,-9275.63,0
99431667,63379.0,256,8,6011,4,898366.31,1
95280153,55284.0,240,7,5499,0,-1796.73,0
25967949,31592.0,70,2,5814,0,-7681.03,1
87252636,60850.0,122,4,6010,1,65872.71,0
12981242,49617.0,336,11,4829,1,-7411.52,1
41543488,47432.0,286,9,6010,1,67377.47,1
70780820,46488.0,249,8,6010,1,21268.82,0
80482582,60922.0,329,10,6011,2,-56147.89,1
72188664,47993.0,187,6,5814,0,-1527.22,0
58289745,73927.0,352,11,5411,0,-3031.99,0
45477365,47426.0,455,15,5499,0,-2627.72,0
12856049,34209.0,250,8,5977,0,-10793.42,1
91809786,74150.0,169,5,4829,5,-224.59,1
54584863,69207.0,62,2,6051,0,-99561.45,0
85985640,0.0,184,6,5331,0,-84178.72,0
65943371,4197.0,46,1,4814,3,-1122.96,0
82312406,44130.0,404,13,6011,2,-17967.33,0
31610451,2781.0,323,10,5983,0,-27633.07,0
65309740,50143.0,417,13,6010,1,3773.14,1
68511053,0.0,42,1,5411,0,-36181.7,1
67014164,49715.0,92,3,4829,1,-224591.58,0
9673243,0.0,315,10,6011,5,-2245.92,0
5809907,0.0,256,8,5499,0,-36361.38,0
67445225,52121.0,2,0,5732,0,-7411.52,0
38902029,30078.0,133,4,6011,2,-224591.58,0
76058479,62175.0,203,6,6011,2,-44918.32,0
13324952,27352.0,326,10,4814,3,-2245.92,0
48618305,53322.0,306,10,4829,1,-134754.95,1
6927639,42036.0,310,10,4814,3,-6737.75,0
53468179,0.0,380,12,5735,0,-6266.11,0
1394168,30275.0,317,10,5992,0,-41998.62,0
73933347,35386.0,71,2,6010,1,8983.66,0
36223985,0.0,107,3,5411,0,-6827.81,0
93106302,37475.0,353,11,6011,2,-314428.21,0
46982480,60513.0,1,0,5200,0,-27631.5,1
38496050,81949.0,106,3,6010,1,4491.83,0
80954841,35255.0,63,2,4814,3,-2245.92,1
92430984,34311.0,396,13,6011,4,449183.15,0
38714155,0.0,380,12,7995,0,-56147.89,0
23587379,64788.0,62,2,4814,3,-3818.06,0
87519015,0.0,161,5,5944,0,-120116.74,1
29326500,39841.0,57,1,6011,2,-35934.65,1
10384721,34697.0,437,14,6011,2,-13475.49,1
46040640,39591.0,314,10,6011,2,-449183.15,0
16527738,10294.0,333,10,4814,3,-11229.58,1
24054274,30064.0,22,0,5411,0,-28837.33,1
24440178,64054.0,61,2,6011,4,44918.32,1
24504312,59809.0,261,8,6011,2,-22459.16,1
47495766,48188.0,356,11,6010,1,56147.89,0
31367980,21484.0,137,4,7011,0,-143738.61,1
3951882,45423.0,115,3,5411,0,-8619.82,0
37104923,54263.0,404,13,6011,2,-67377.47,1
79637922,61427.0,252,8,5411,0,-11226.21,1
23361847,49468.0,339,11,6011,2,-11229.58,1
23562370,38750.0,254,8,8999,0,-4491.83,1
73402777,65124.0,376,12,4829,1,-224591.58,1
83298429,0.0,396,13,5411,0,-5126.3,0
91101111,39980.0,346,11,4814,3,-4491.83,0
63299169,81486.0,322,10,5541,0,-15181.49,0
94426973,38378.0,294,9,4829,5,-673.77,0
6927639,73212.0,303,9,4812,0,-7860.71,1
74250583,12387.0,103,3,4814,3,-2245.92,0
23124291,29678.0,285,9,6011,2,-17967.33,0
1622018,70116.0,428,14,4829,1,-40426.48,1
41880269,52624.0,159,5,4829,1,-134754.95,1
53423439,44527.0,215,7,6011,2,-6737.75,1
70060751,61504.0,236,7,5499,0,-9208.25,1
82235884,51467.0,301,9,6010,1,10510.89,1
56519127,54359.0,311,10,5411,0,-1796.73,0
64368728,29514.0,67,2,5812,0,-920.83,0
48925997,67008.0,219,7,4814,3,-2245.92,1
31151172,79395.0,347,11,4814,3,-898.37,0
79435898,56143.0,180,5,5331,0,-4804.01,0
39656203,62388.0,283,9,6011,2,-11229.58,0
41359098,67049.0,183,6,5331,0,-3773.14,0
74250583,67553.0,441,14,4829,1,-369453.14,0
86467196,634.0,425,14,6010,1,131386.07,0
41543488,84923.0,275,9,4829,5,-2245.92,0
17941785,0.0,403,13,5977,0,-5715.86,1
32826090,35594.0,448,14,5331,0,-707.46,0
47924325,64340.0,332,10,8021,0,-49073.26,1
54980632,75287.0,13,0,5499,0,-11362.09,0
57035618,60183.0,314,10,6011,2,-49410.15,1
27445666,75875.0,180,5,4814,3,-4491.83,1
76275465,41230.0,397,13,5411,0,-3294.76,1
88860811,32006.0,404,13,5499,0,-2740.02,1
14382698,46468.0,214,7,5977,0,-11454.17,0
47570953,56415.0,156,5,5411,0,-5857.8,1
56049007,23077.0,166,5,4814,3,-2245.92,0
94574329,55359.0,299,9,5411,0,-6333.48,0
46967136,24663.0,330,10,5411,0,-9410.39,1
53640363,27651.0,161,5,4814,3,-1122.96,0
21678642,34682.0,455,15,6010,1,2245.92,0
60293458,53579.0,364,12,6011,4,359346.52,1
84795885,35241.0,340,11,5812,0,-1774.27,0
25270793,44978.0,401,13,6011,2,-673774.73,0
93507430,0.0,61,2,7311,0,-2672.64,1
70780820,10947.0,156,5,6010,1,3930.35,0
64689698,33551.0,290,9,4829,1,-179673.26,0
62713360,52500.0,105,3,5651,0,-13475.49,0
76644983,64226.0,293,9,4829,1,-224591.58,0
4763823,0.0,14,0,6011,2,-22459.16,1
70530157,68952.0,234,7,4814,3,-13475.49,0
15881446,51175.0,175,5,5411,0,-15429.44,0
21678642,43947.0,174,5,6010,1,33688.74,1
56980102,44415.0,337,11,5912,0,-26030.16,1
59267013,37445.0,429,14,5331,0,-14305.59,0
69587520,0.0,443,14,5948,0,-12352.54,0
87627356,25646.0,313,10,6300,0,-133271.07,0
29473888,67268.0,399,13,6011,2,-22459.16,0
84691218,13815.0,432,14,4814,0,-2245.92,1
74003300,62127.0,338,11,5499,0,-28839.58,1
91116884,17242.0,320,10,4814,3,-1122.96,1
25446500,58774.0,5,0,6011,4,67377.47,1
10909988,17320.0,306,10,4814,3,-6859.93,0
82235884,75442.0,200,6,6010,1,21385.39,0
75991312,54293.0,350,11,6011,2,-673774.73,0
59733395,85470.0,290,9,4814,3,-2245.92,1
70780820,25553.0,13,0,6010,1,4671.5,0
15894791,34631.0,75,2,5814,0,-3065.68,0
69560142,38982.0,223,7,4829,1,-4491.83,1
17392669,0.0,448,14,6051,0,-4525.52,1
85861930,48462.0,405,13,6010,1,1976.41,0
39629543,12360.0,342,11,5499,0,-2066.24,0
54530288,73869.0,221,7,4814,3,-1864.11,0
15701539,58424.0,391,12,5641,0,-10780.4,1
279454,67367.0,5,0,5200,0,-3880.94,0
94822605,52370.0,244,8,4829,1,-224591.58,0
93798164,28105.0,411,13,5983,0,-22461.63,1
54993223,34215.0,333,10,5999,0,-22459.16,0
99683064,59714.0,96,3,4829,1,-4491.83,0
40532686,0.0,456,15,5411,0,-1793.81,1
90345699,33187.0,285,9,6011,2,-67377.47,1
55336329,76211.0,441,14,4829,1,-112295.79,1
88656506,0.0,409,13,5411,0,-3688.02,1
35050262,58023.0,24,0,5411,0,-4446.91,0
51886915,60243.0,280,9,5411,0,-49791.95,1
43962104,59657.0,165,5,4829,1,-15721.41,1
15683076,81286.0,82,2,4829,1,-56147.89,1
37272191,42151.0,416,13,4814,3,-2245.92,0
83086202,35941.0,7,0,6011,2,-2021324.19,1
82760821,65590.0,159,5,5983,0,-22459.16,1
50988636,74108.0,311,10,6011,4,35934.65,1
54851979,27095.0,438,14,5499,0,-6108.89,0
80174742,64484.0,118,3,4814,3,-2245.92,1
66653810,42682.0,449,14,6011,2,-38180.57,0
35059129,52338.0,76,2,5977,0,-67.38,1
96091345,54329.0,294,9,5411,0,-1504.76,1
82956992,29496.0,139,4,6011,2,-314428.21,1
21276897,33999.0,292,9,6011,4,1078039.57,1
81095386,51931.0,24,0,5814,0,-224.59,0
13221041,42876.0,224,7,6536,6,32116.6,0
17281851,45960.0,168,5,5411,0,-1860.74,0
53084290,39534.0,369,12,6011,2,-20213.24,0
80334049,51257.0,246,8,6011,2,-4491.83,0
37618982,64182.0,434,14,5411,0,-4514.29,0
99692933,53186.0,363,11,5499,0,-919.03,1
2366066,31682.0,195,6,4814,3,-2245.92,1
60469603,0.0,48,1,5411,0,-21415.71,0
19546585,14542.0,272,8,5331,0,-786.07,0
52228846,62967.0,24,0,5411,0,-10032.51,0
72908719,0.0,405,13,5399,0,-28927.4,0
26240933,58089.0,5,0,6011,2,-11229.58,0
62646009,53820.0,336,11,4814,3,-3368.87,0
71906343,0.0,271,8,5411,0,-10982.98,1
53854864,80845.0,308,10,6010,1,38542.16,1
6040453,35146.0,335,11,5812,0,-7036.45,0
56215561,25816.0,258,8,6011,2,-134754.95,1
64136501,0.0,358,11,5812,0,-10298.65,0
496551,28906.0,213,7,6011,2,-22459.16,0
66802399,36923.0,398,13,6010,1,117910.58,1
19011675,0.0,184,6,5411,0,-2454.79,0
91476454,22858.0,205,6,6011,2,-4491.83,1
64075663,30511.0,76,2,5411,0,-2016.83,0
37134646,63436.0,199,6,5411,0,-864.68,0
23446972,0.0,120,3,5499,0,-2491.62,0
26409535,64443.0,125,4,5541,0,-1569.9,0
67087806,28444.0,64,2,6010,2,-11229.58,0
50546311,74593.0,292,9,4829,1,-449183.15,1
62820104,45429.0,444,14,4829,1,-179673.26,0
23136235,42393.0,273,9,5331,0,-14149.27,1
23690692,0.0,385,12,5411,0,-48581.4,1
67766235,76622.0,87,2,5983,0,-11229.58,1
70883403,64288.0,7,0,4814,3,-67377.47,1
82235884,46121.0,376,12,6010,1,3045.46,1
51052611,0.0,344,11,4814,0,-4491.83,0
70780820,10991.0,73,2,6010,1,6355.94,0
8021143,57253.0,418,13,5812,0,-426.72,0
62832400,65610.0,240,7,4814,3,-1122.96,1
78214402,74321.0,449,14,5942,0,-14912.88,0
450407,72590.0,29,0,4829,1,-47051.94,0
60545607,76605.0,270,8,5499,0,-6142.58,0
48755198,55124.0,430,14,4814,3,-1122.96,0
48214869,35945.0,62,2,4814,3,-4491.83,0
71628575,79227.0,366,12,6010,1,1572141.04,0
72920418,65434.0,41,1,5499,0,-9252.95,0
79637922,51620.0,426,14,4829,1,-42672.4,0
54439127,0.0,41,1,5411,0,-9846.09,0
73580357,70062.0,185,6,4814,3,-1122.96,1
76345668,0.0,17,0,5712,0,-5794.46,0
24497218,70740.0,279,9,6010,1,190229.07,1
70780820,46910.0,249,8,6010,1,4357.08,1
16826344,55046.0,152,5,6011,2,-4491.83,1
18104975,39973.0,393,12,5261,0,-20213.24,0
33344906,50253.0,165,5,5331,0,-5232.98,0
42212106,35317.0,329,10,5983,0,-7097.09,1
86754120,37574.0,210,6,5411,0,-7074.63,1
2420841,76745.0,381,12,6010,1,5614.79,0
91212486,0.0,306,10,5311,0,-76271.3,0
70530157,71377.0,361,11,5499,0,-1201.56,1
40551322,54168.0,123,4,6011,2,-1122957.89,1
19621396,0.0,125,4,4112,0,-26739.87,1
28982398,47021.0,215,7,4814,3,-4491.83,0
70780820,48803.0,210,6,6010,1,1909.03,1
85841930,0.0,185,6,5967,0,-16855.82,1
38436784,81458.0,101,3,6011,2,-8983.66,1
3294989,36686.0,410,13,5411,0,-3009.53,0
26527914,54476.0,204,6,4814,3,-1122.96,1
62030642,74152.0,141,4,5921,0,-8961.2,0
46010539,38223.0,46,1,6011,2,-44918.32,1
49365990,36825.0,108,3,5411,0,-7344.14,1
50546311,58333.0,441,14,6010,1,266814.79,0
64689367,57757.0,297,9,4829,1,-1639518.51,0
82670667,39273.0,260,8,5411,0,-4110.03,0
11701078,78981.0,120,3,6010,1,2178.54,1
61758325,38865.0,120,3,6011,2,-20213.24,0
42396248,50926.0,63,2,6011,2,-22459.16,1
65933176,40229.0,326,10,5499,0,-2325.2,1
78202726,42085.0,362,11,5411,0,-1132.84,1
38714155,0.0,72,2,7995,0,-3368.87,0
84203354,63267.0,168,5,6011,2,-67377.47,0
18762843,29078.0,113,3,5541,0,-1347.55,0
9987500,73043.0,94,3,5411,0,-22117.78,0
49666606,51735.0,173,5,6010,5,-1398.08,1
50371871,47841.0,226,7,6011,2,-4491.83,1
66802399,0.0,420,13,7538,0,-86243.17,0
93741075,0.0,241,7,5691,0,-20190.78,1
88668155,0.0,71,2,4814,0,-11229.58,1
79837941,0.0,455,15,6011,5,-2245.92,1
2946788,29548.0,7,0,6011,2,-11229.58,0
71663162,33808.0,157,5,6011,2,-134754.95,0
46037128,57072.0,40,1,6010,1,28657.89,0
70780820,27010.0,288,9,6010,1,23874.08,0
11631823,28015.0,366,12,4814,3,-1347.55,0
70780820,26580.0,438,14,6010,1,9949.41,0
94544913,57891.0,187,6,5411,0,-10452.49,0
24657317,0.0,225,7,5814,0,-3593.47,0
28277955,68070.0,375,12,5812,0,-5390.2,0
86467196,25328.0,186,6,4814,3,-14081.89,0
27730336,34544.0,108,3,6011,2,-13475.49,0
38499941,71755.0,367,12,6011,5,-84.22,0
8014460,30268.0,219,7,6010,1,12380.61,0
3137260,61537.0,275,9,6011,2,-89836.63,1
49857540,69148.0,367,12,4814,3,-449.18,0
7923600,11783.0,155,5,4814,3,-5794.46,1
91871945,30513.0,428,14,6011,4,22459.16,0
5990895,21598.0,228,7,4814,3,-11229.58,1
24054274,53594.0,139,4,6011,2,-577200.35,0
67928733,29959.0,162,5,6011,2,-20213.24,1
49913122,65422.0,229,7,4814,3,-2245.92,0
51285559,55773.0,89,2,6011,4,11229.58,1
72301958,70303.0,433,14,4829,1,-6737.75,1
37556658,56072.0,441,14,5499,0,-2740.02,1
79875919,46314.0,110,3,5921,0,-5480.03,0
12509777,67152.0,67,2,5411,0,-2111.16,0
19950741,64303.0,382,12,5912,0,-22490.6,1
76691078,262.0,248,8,4829,1,-33688.74,1
74599819,48552.0,303,9,5814,0,-3930.35,0
93876250,74418.0,276,9,4814,3,-4941.01,1
36018364,32623.0,328,10,5411,0,-14598.45,0
57897343,0.0,122,4,6011,2,-22459.16,0
46705143,57299.0,135,4,4829,5,-40.43,1
42855746,0.0,373,12,5411,0,-5882.05,0
65309740,54880.0,449,14,6010,1,11993.19,1
19869701,66522.0,268,8,5921,0,-873.66,0
92692871,47815.0,133,4,5977,0,-65131.56,1
29129514,78424.0,426,14,5411,0,-4952.24,1
29801711,41452.0,370,12,5411,0,-1010.66,1
98998782,25013.0,153,5,4814,3,-2245.92,0
69993837,50257.0,187,6,5499,0,-3458.71,1
49117360,48781.0,78,2,4814,3,-4491.83,0
70780820,45982.0,275,9,6010,1,920.83,0
8014460,41377.0,218,7,6010,1,10121.67,1
2852393,36322.0,239,7,5499,0,-5630.51,0
41206871,57716.0,229,7,6011,2,-20213.24,1
70780820,18141.0,446,14,6010,1,9432.85,0
76275019,58679.0,156,5,5983,0,-15721.41,1
32820811,56574.0,141,4,6011,4,101066.21,0
17750079,40893.0,427,14,6011,2,-44918.32,0
93097735,65956.0,241,7,4814,3,-1122.96,0
87937371,35946.0,378,12,4812,0,-17967.33,0
14984900,49246.0,90,2,4829,1,-91057.74,1
68601490,70499.0,391,12,6011,2,-35934.65,0
88608582,0.0,415,13,5964,0,-2357.99,1
35247422,2513.0,361,11,4814,3,-1122.96,0
82881815,0.0,107,3,5411,0,-4419.96,0
87502549,0.0,108,3,5964,0,-13274.49,0
63661024,81706.0,143,4,5311,0,-10084.16,1
58123469,75362.0,429,14,5411,0,-3043.22,1
38679759,15886.0,326,10,4814,3,-2245.92,1
83441417,44814.0,357,11,5331,0,-8575.58,1
33953111,55262.0,158,5,6010,1,49410.15,1
529504,63175.0,113,3,6011,2,-1111728.31,1
86556905,45392.0,195,6,4829,5,-1122.96,1
38371802,34094.0,122,4,6011,2,-6737.75,0
66255598,64447.0,224,7,5411,0,-16078.51,1
65908463,21398.0,175,5,5331,0,-8085.3,1
99568688,0.0,456,15,7994,0,-18640.2,0
59839451,14459.0,176,5,6011,2,-2245.92,1
85108219,65292.0,437,14,4814,3,-134.75,0
16152597,52573.0,280,9,6011,2,-2245.92,1
98704281,56627.0,164,5,5411,0,-1976.41,1
33709652,49932.0,160,5,5411,0,-47702.58,1
76043922,24177.0,100,3,6010,1,7568.74,1
13025490,0.0,16,0,5499,0,-20891.51,0
57223330,67548.0,111,3,5499,0,-3773.14,0
18894090,58167.0,255,8,6011,2,-336887.37,0
44445893,61861.0,210,6,5921,0,-5565.38,1
71263781,39977.0,132,4,5499,0,-5598.17,0
65431683,72919.0,422,13,4814,0,-7411.52,0
25486274,54734.0,449,14,4829,1,-44918.32,0
99388499,44166.0,240,7,5411,0,-9284.62,0
53901395,47421.0,448,14,5912,0,-8691.69,1
82363585,62219.0,282,9,5411,0,-5902.72,0
60931905,26232.0,86,2,5411,0,-2097.91,1
56621830,71316.0,319,10,6011,4,101066.21,0
62633923,69471.0,170,5,5411,0,-6355.94,0
22717722,0.0,212,6,7299,0,-8378.61,0
5009599,76451.0,165,5,6010,1,11678.76,0
35274437,63308.0,95,3,5411,0,-9107.19,1
60791671,33620.0,290,9,5541,0,-7411.52,0
66653810,67720.0,452,14,5992,0,-11117.28,0
80345852,76813.0,386,12,4814,3,-2245.92,1
68753997,61904.0,385,12,5995,0,-11184.66,0
17698452,67830.0,237,7,4814,3,-2245.92,1
93741075,44372.0,239,7,5912,0,-11544.01,0
17081083,56297.0,204,6,4829,1,-78607.05,1
18470346,0.0,19,0,7011,0,-86495.83,0
39934843,49292.0,356,11,6011,2,-179673.26,0
9819899,44955.0,263,8,7995,0,-2695.1,0
60340891,36581.0,250,8,6011,2,-110049.87,1
29398575,53982.0,173,5,6011,4,449183.15,0
24497218,34171.0,359,11,4814,3,-11229.58,1
34077523,9106.0,245,8,4789,0,-14059.43,0
87850297,80847.0,377,12,5331,0,-7097.09,0
13584223,45478.0,142,4,4814,3,-6737.75,0
64727059,67185.0,71,2,4829,1,-22459.16,0
88006900,76082.0,256,8,4814,3,-2245.92,0
35247422,40458.0,113,3,6011,2,-128017.2,0
53275229,51583.0,130,4,4814,3,-2245.92,1
49191324,3480.0,146,4,4814,3,-2245.92,0
76606343,71233.0,372,12,5411,0,-15856.17,1
10004871,58478.0,300,9,6010,1,3246.92,0
68393649,0.0,345,11,5964,0,-1561.81,0
6512034,70202.0,269,8,4814,3,-6737.75,0
77436906,57647.0,256,8,6011,4,247050.73,1
32250029,74936.0,246,8,6011,2,-6737.75,1
64863044,52960.0,453,14,4814,3,-449.18,0
90775337,68750.0,218,7,6011,2,-92082.55,1
7941670,80810.0,215,7,5411,0,-2784.94,0
87252636,44549.0,430,14,6010,1,86669.89,1
70780820,40933.0,210,6,6010,1,6782.67,1
7063514,78192.0,424,13,4814,3,-26950.99,0
54888680,57364.0,340,11,6010,1,6468.24,0
29041434,17815.0,362,11,6010,1,22661.29,0
74173548,63190.0,309,10,5411,0,-27669.68,0
24879326,60798.0,208,6,4814,3,-673.77,1
81399705,40339.0,326,10,4814,3,-2245.92,1
60412759,45361.0,188,6,6011,2,-89836.63,0
65283526,49369.0,254,8,4814,3,-2245.92,0
