client_id,datetime,code,type,amount,target,type_description,code_description
95132309,116 14:48:23,6010,7070,38180.57,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
75169373,333 17:52:03,5411,1010,-19576.97,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
8014460,18 06:26:27,6010,7070,14293.46,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
53854864,97 11:56:06,4829,2371,-195394.67,1,Списание с карты на карту по операции <перевода с карты на карту> через Мобильный банк (с комиссией),Денежные переводы
2163249,219 17:15:34,5499,1010,-2964.61,1,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
36759361,237 21:25:49,5812,1010,-3930.35,0,Покупка. POS ,"Места общественного питания, рестораны"
33175070,299 11:30:26,5499,1010,-1779.66,1,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
24898411,55 07:40:40,4814,1030,-15721.41,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
81721230,256 16:00:49,6011,2010,-112295.79,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
63109769,267 00:00:00,4121,1100,-561.48,1,Покупка.,Лимузины и такси
87252636,440 12:51:02,6010,7071,39438.28,0,Перевод на карту (с карты) через Мобильный банк (с взиманием комиссии с отправителя),Финансовые институты — снятие наличности вручную
11604095,1 17:51:14,6011,2010,-33688.74,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
96575251,166 12:28:17,4829,2370,-67377.47,0,Списание с карты на карту по операции <перевода с карты на карту> через Мобильный банк (без комиссии),Денежные переводы
3707094,129 22:08:14,6010,7070,71.87,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
56600804,169 12:10:43,5261,1110,-297785.97,1,Покупка. POS ,Садовые принадлежности (в том числе для ухода за газонами) в розницу
60701974,332 19:12:04,6011,2010,-4491.83,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
62693770,350 21:10:43,4814,1030,-44918.32,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
25590548,339 09:37:50,8999,1010,-29906.61,0,Покупка. POS ,"Профессиональные услуги, нигде ранее не классифицируемые"
65864171,356 18:55:46,5411,1010,-10532.0,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
97077599,178 21:44:23,4814,1030,-2245.92,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
23446972,117 09:40:19,6011,2010,-11229.58,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
70780820,339 10:21:31,6010,7070,46243.41,1,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
64806636,285 13:57:01,5411,1010,-4078.58,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
24227698,190 14:29:08,4814,1030,-2245.92,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
76043922,196 09:54:43,6010,7070,583.94,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
39122979,414 10:26:07,5977,1010,-7265.54,1,Покупка. POS ,Магазины косметики
16984655,310 12:10:15,6011,2010,-8983.66,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
20993674,349 10:03:25,5499,1010,-5637.25,0,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
61483401,402 18:33:44,5411,1010,-572.71,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
20396219,28 14:15:50,6011,2010,-112295.79,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
38648487,18 15:18:25,6011,7011,22459.16,1,Взнос наличных через АТМ,Финансовые институты — снятие наличности автоматически
73316627,120 06:39:14,5983,1010,-13453.04,1,Покупка. POS ,"Горючее топливо — уголь, нефть, разжиженный бензин, дрова"
11724036,126 15:14:06,6011,2010,-22459.16,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
97047880,321 00:00:00,5411,1110,-44341.79,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
7286014,436 15:05:40,4814,1030,-224.59,1,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
21052918,25 10:21:35,5812,1010,-1751.81,0,Покупка. POS ,"Места общественного питания, рестораны"
29175248,163 14:41:04,5411,1010,-6625.45,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
5360260,275 15:41:44,5311,1010,-1063.22,0,Покупка. POS ,Универмаги
57665351,239 09:36:47,4829,2371,-10286.29,0,Списание с карты на карту по операции <перевода с карты на карту> через Мобильный банк (с комиссией),Денежные переводы
52658741,273 14:58:30,6011,2110,-44918.32,1,Наличные. АТМ,Финансовые институты — снятие наличности автоматически
14196903,0 13:23:44,6011,2010,-33688.74,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
18889791,238 10:12:56,6010,7070,3750.68,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
71966532,90 10:28:32,4814,1030,-2245.92,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
65231233,81 18:51:25,6010,7030,1190335.36,0,Перевод на карту (с карты) через АТМ (в пределах одного тер.банка),Финансовые институты — снятие наличности вручную
19101727,139 15:36:56,6011,2011,-2245.92,1,Выдача наличных в АТМ банка (в других ТБ),Финансовые институты — снятие наличности автоматически
91643970,440 13:19:02,5411,1010,-67152.88,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
62606554,74 12:56:17,5411,1010,-16013.38,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
50392639,347 07:42:28,5499,1010,-5208.73,1,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
28564573,299 12:10:04,5499,1010,-4312.16,1,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
49587865,174 16:57:15,5912,1010,-4235.8,1,Покупка. POS ,Аптеки
23940292,324 00:00:00,5964,1200,-4338.21,0,Покупка. Зарубеж. ,Прямой маркетинг — торговля через каталог
57224158,337 15:46:46,6010,7070,8085.3,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
64456915,440 10:45:19,6010,7021,89836.63,0,Взнос наличных через POS,Финансовые институты — снятие наличности вручную
33175070,195 14:31:25,4814,1030,-1122.96,1,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
31610451,334 23:58:60,6011,7010,17967.33,0,Взнос наличных через АТМ (в своем тер.банке),Финансовые институты — снятие наличности автоматически
890531,3 00:00:00,5964,1200,-32882.45,0,Покупка. Зарубеж. ,Прямой маркетинг — торговля через каталог
79435898,129 15:05:09,5411,1110,-3876.68,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
43045496,34 22:33:19,6011,2010,-67377.47,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
96692116,286 19:21:51,5411,1010,-19337.33,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
94422888,446 21:26:16,8999,1010,-1122.96,0,Покупка. POS ,"Профессиональные услуги, нигде ранее не классифицируемые"
32160059,223 00:00:00,5814,1110,-3750.68,1,Покупка. POS ,"Рестораны, закусочные"
96203488,408 20:09:05,5411,1010,-17192.49,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
70283901,291 09:49:18,8999,1010,-471.64,1,Покупка. POS ,"Профессиональные услуги, нигде ранее не классифицируемые"
59901772,232 12:18:31,5499,1010,-1864.11,1,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
70135813,406 17:16:27,4829,2330,-28478.21,0,Списание с карты по операции “перевода с карты на карту” через АТМ (в пределах одного тер.банка),Денежные переводы
38709240,175 14:31:38,6011,2010,-8983.66,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
784488,356 15:43:46,6011,2010,-4491.83,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
27587727,171 10:57:54,6011,2010,-44918.32,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
48463492,139 11:51:50,5411,1110,-660.3,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
80603751,258 15:54:38,6011,7010,22459.16,0,Взнос наличных через АТМ (в своем тер.банке),Финансовые институты — снятие наличности автоматически
3592058,26 12:45:27,5499,1010,-1280.17,0,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
53131093,72 06:48:25,6011,2010,-44918.32,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
28434818,69 07:13:15,8099,1010,-22414.24,0,Покупка. POS ,"Практикующие врачи, медицинские услуги, нигде ранее не классифицируемые"
73580357,342 15:34:27,5411,1110,-10072.26,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
63481603,284 15:02:31,4900,2320,-88029.12,1,Безналичный перевод денежных средств через POS,"Коммунальные услуги — электричество, газ, санитария, вода"
58283353,426 17:45:07,6011,2010,-22459.16,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
24567813,377 17:20:40,6011,7010,67377.47,1,Взнос наличных через АТМ (в своем тер.банке),Финансовые институты — снятие наличности автоматически
93741075,157 11:16:40,5912,1010,-17158.8,0,Покупка. POS ,Аптеки
38691781,63 11:35:05,6010,7070,13475.49,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
9144745,224 10:10:06,6010,7031,22459.16,1,Перевод на карту (с карты) через АТМ (из одного ТБ в другой ТБ),Финансовые институты — снятие наличности вручную
27923962,378 21:38:20,5499,1010,-2807.39,0,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
48555372,368 10:15:18,6011,2010,-89836.63,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
2775618,9 09:47:12,6011,2010,-6737.75,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
54445476,98 15:58:30,5812,1010,-7366.6,1,Покупка. POS ,"Места общественного питания, рестораны"
54888680,290 01:10:43,6010,7030,8781.53,0,Перевод на карту (с карты) через АТМ (в пределах одного тер.банка),Финансовые институты — снятие наличности вручную
75837505,105 22:45:05,4814,1030,-1122.96,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
8467346,69 14:12:13,4829,4051,-56.15,0,Плата за перевод на карту (с карты) через АТМ (из одного ТБ в другой ТБ),Денежные переводы
29666324,445 15:07:12,5948,1010,-42672.4,0,Покупка. POS ,"Магазины кожаных изделий, дорожных принадлежностей"
21376110,317 15:54:08,4829,2370,-74.56,0,Списание с карты на карту по операции <перевода с карты на карту> через Мобильный банк (без комиссии),Денежные переводы
91712486,359 19:17:27,4829,2371,-2245.92,0,Списание с карты на карту по операции <перевода с карты на карту> через Мобильный банк (с комиссией),Денежные переводы
53423439,177 16:20:14,6011,2010,-22459.16,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
70780820,100 17:30:49,6010,7070,13812.38,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
55326928,122 13:17:43,4829,2370,-256034.4,0,Списание с карты на карту по операции <перевода с карты на карту> через Мобильный банк (без комиссии),Денежные переводы
98178300,376 19:23:42,4814,1030,-1122.96,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
62247620,437 17:25:29,5331,1010,-2481.74,0,Покупка. POS ,Универсальные магазины
86337937,188 20:07:33,6011,2010,-11229.58,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
39472448,148 11:34:28,5943,1110,-36642.12,0,Покупка. POS ,"Магазины офисных, школьных принадлежностей, канцтоваров"
21717441,48 10:58:06,5732,1110,-414820.64,0,Покупка. POS ,Продажа электронного оборудования
31167297,269 00:00:00,5411,1110,-12674.83,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
70780820,433 04:31:08,6010,7070,16574.86,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
48204560,332 11:47:13,5411,1010,-6468.24,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
86899061,89 13:39:28,6011,2010,-4491.83,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
22818488,338 00:00:00,4814,1100,-11229.58,1,Покупка.,"Звонки с использованием телефонов, считывающих магнитную ленту"
44632666,112 11:43:50,4814,1030,-4491.83,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
82127108,270 15:35:53,4829,2371,-157214.1,0,Списание с карты на карту по операции <перевода с карты на карту> через Мобильный банк (с комиссией),Денежные переводы
74800099,438 22:21:16,4814,1030,-11229.58,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
24161695,190 05:15:01,6011,2010,-22459.16,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
450407,193 20:13:21,6010,7070,539.02,1,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
64836990,378 10:41:20,4814,1030,-1122.96,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
62292113,282 09:17:17,4814,1030,-2245.92,1,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
41951078,325 16:36:13,5499,1010,-11543.11,1,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
31421357,264 00:00:00,5200,1110,-6490.7,0,Покупка. POS ,Товары для дома
46882226,320 18:42:54,6011,2010,-161705.94,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
76125828,135 11:53:25,6011,2010,-2245.92,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
65639862,328 17:25:06,5411,1010,-2962.36,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
54372604,430 11:54:41,5411,1110,-44615.12,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
35799252,296 15:17:52,5499,1010,-6993.78,0,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
25270793,255 20:05:45,6010,7070,14885.03,1,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
46977616,58 11:04:31,5411,1010,-4022.44,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
3719119,434 10:40:49,5499,1010,-2650.18,1,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
84086174,245 11:05:07,4814,1030,-4491.83,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
19886336,282 02:36:49,4814,1030,-1122.96,1,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
34490133,94 00:00:00,5812,1210,-9808.59,1,Покупка. POS  Зарубеж.,"Места общественного питания, рестораны"
49648180,228 00:00:00,5912,1110,-21729.24,0,Покупка. POS ,Аптеки
48015680,308 11:50:28,6011,2010,-65131.56,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
83542934,270 13:37:24,4829,2370,-2162.82,1,Списание с карты на карту по операции <перевода с карты на карту> через Мобильный банк (без комиссии),Денежные переводы
48111232,4 13:26:14,4814,1030,-6737.75,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
55137023,74 22:00:49,4814,1030,-6737.75,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
46004739,159 10:37:47,4814,1030,-4401.99,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
60061070,344 09:29:11,5411,1010,-15676.49,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
93010676,132 17:55:57,5411,1010,-14524.11,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
64418922,369 00:00:00,5999,1110,-5929.22,0,Покупка. POS ,Плавательные бассейны — распродажа
44719963,6 16:16:49,4814,1030,-17252.23,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
96725385,239 15:16:09,5699,1010,-35934.65,0,Покупка. POS ,Различные магазины одежды и аксессуаров
8180711,446 15:27:57,5411,1010,-16675.92,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
94754447,238 09:44:24,4814,1030,-2245.92,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
74289663,257 16:53:11,5411,1010,-23829.17,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
97578903,41 00:00:00,5977,1100,-2886.0,1,Покупка.,Магазины косметики
3440764,33 13:04:18,4814,1030,-15721.41,1,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
47429651,307 17:56:42,5411,1010,-8053.85,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
77226156,245 20:36:32,4814,1030,-2245.92,1,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
54741237,36 16:36:50,5499,1010,-2695.1,0,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
86682224,345 18:50:08,5411,1010,-4080.83,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
27932623,344 17:30:06,4829,4071,-112.3,1,Плата за перевод на карту (с карты) через Мобильный банк,Денежные переводы
82978948,49 06:58:51,5411,1010,-5549.66,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
34211107,44 18:47:03,5499,1010,-7981.98,1,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
815836,215 12:37:10,4829,2370,-22189.65,0,Списание с карты на карту по операции <перевода с карты на карту> через Мобильный банк (без комиссии),Денежные переводы
19110007,314 15:37:34,5331,1010,-13497.95,1,Покупка. POS ,Универсальные магазины
89593527,386 17:32:49,6011,2010,-11229.58,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
44857168,352 00:00:00,4112,1100,-60138.89,0,Покупка.,Пассажирские железные перевозки
61132751,428 11:37:26,6011,2010,-89836.63,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
15965494,18 00:00:00,7011,6200,228874.09,0,Возврат  покупки. Зарубеж.,"Отели, мотели, базы отдыха, сервисы бронирования"
11701078,127 13:26:30,6010,7070,9837.11,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
28868771,73 09:05:07,4814,1030,-1122.96,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
95205845,305 18:22:16,5411,1010,-111.17,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
8125810,369 08:12:31,4814,1030,-2245.92,1,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
45627866,333 18:36:42,4829,4071,-6179.41,1,Плата за перевод на карту (с карты) через Мобильный банк,Денежные переводы
80902013,274 19:22:46,4814,1030,-1122.96,1,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
96638154,428 05:25:47,4814,1030,-1122.96,1,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
86337937,86 20:55:32,6011,7010,26950.99,1,Взнос наличных через АТМ (в своем тер.банке),Финансовые институты — снятие наличности автоматически
50345259,300 19:31:45,6011,7010,291969.05,1,Взнос наличных через АТМ (в своем тер.банке),Финансовые институты — снятие наличности автоматически
76770632,111 18:37:56,6010,7070,74115.22,1,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
36031260,147 17:51:44,6011,2010,-105558.04,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
93636779,112 20:34:29,4829,2370,-50375.89,0,Списание с карты на карту по операции <перевода с карты на карту> через Мобильный банк (без комиссии),Денежные переводы
66751696,270 00:00:00,5411,1110,-34598.33,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
31236013,59 13:53:41,5691,1010,-13363.2,1,Покупка. POS ,Магазины мужской и женской одежды
40532686,365 18:52:49,5411,1010,-898.14,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
33393472,236 11:01:30,4814,1030,-2245.92,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
51838392,434 17:11:29,6011,2010,-87590.72,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
41870088,426 21:45:02,6010,7070,3952.81,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
3886317,455 20:20:39,5331,1010,-4806.26,0,Покупка. POS ,Универсальные магазины
29894123,188 09:40:32,6010,7070,50016.54,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
48327988,96 02:22:39,4814,1030,-1122.96,1,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
61339818,383 12:10:04,5411,1010,-3498.91,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
31072699,440 21:38:60,5411,1010,-4727.65,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
36725209,47 12:17:31,5641,1010,-3548.55,0,Покупка. POS ,"Детская одежда, включая одежду для самых маленьких"
87317286,312 16:31:18,5499,1010,-3474.43,0,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
41564128,331 23:20:34,4814,1030,-2245.92,1,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
85648406,217 09:04:24,5814,1110,-3256.58,1,Покупка. POS ,"Рестораны, закусочные"
70780820,319 10:40:34,6010,7030,6535.61,1,Перевод на карту (с карты) через АТМ (в пределах одного тер.банка),Финансовые институты — снятие наличности вручную
62821040,356 11:15:43,4814,1030,-1122.96,1,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
93741075,304 08:10:13,4814,1030,-2245.92,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
83228517,442 17:10:11,7221,1110,-5614.79,0,Покупка. POS ,Фотостудии
90330427,326 19:44:28,6011,2010,-11229.58,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
53296399,425 13:29:24,6011,2010,-336887.37,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
84948604,376 12:25:09,5499,1010,-7170.09,1,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
36929618,226 19:52:49,4814,1030,-224.59,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
45421659,3 06:23:26,6011,2010,-89836.63,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
6898820,356 12:01:05,4829,2330,-6737747.32,1,Списание с карты по операции “перевода с карты на карту” через АТМ (в пределах одного тер.банка),Денежные переводы
54250959,72 00:00:00,5411,1110,-18500.96,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
70930381,309 16:54:01,4829,2371,-1122.96,0,Списание с карты на карту по операции <перевода с карты на карту> через Мобильный банк (с комиссией),Денежные переводы
74676188,277 17:58:50,6011,2010,-11229.58,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
79708376,117 02:31:07,6011,2010,-58393.81,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
66078283,411 15:54:44,5331,1010,-4087.57,0,Покупка. POS ,Универсальные магазины
70780820,158 03:35:38,6010,7070,1325.09,1,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
33344906,54 18:38:53,5411,1010,-1819.19,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
91712486,357 07:06:12,5411,1110,-1491.29,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
61463117,208 08:27:10,4829,2370,-143738.61,0,Списание с карты на карту по операции <перевода с карты на карту> через Мобильный банк (без комиссии),Денежные переводы
86377946,77 10:31:03,4814,1030,-22.46,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
17171343,425 22:00:35,6011,2010,-2245.92,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
54186907,283 15:54:46,6010,7070,56147.89,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
38691781,359 19:37:59,6010,7070,10308.75,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
38084,405 14:34:49,4829,2370,-89836.63,0,Списание с карты на карту по операции <перевода с карты на карту> через Мобильный банк (без комиссии),Денежные переводы
75600622,71 04:45:20,5983,1010,-8983.66,1,Покупка. POS ,"Горючее топливо — уголь, нефть, разжиженный бензин, дрова"
55961571,246 08:22:44,6010,7070,5064.54,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
74262568,146 17:57:09,5661,1010,-6243.65,1,Покупка. POS ,Обувные магазины
14930512,240 00:00:00,5499,1110,-17526.9,0,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
28550386,222 11:58:36,4814,1030,-1122.96,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
39977171,376 00:00:00,5964,1200,-1917.11,0,Покупка. Зарубеж. ,Прямой маркетинг — торговля через каталог
18812819,442 15:23:48,5814,1010,-11678.76,1,Покупка. POS ,"Рестораны, закусочные"
85861930,359 19:59:10,6010,7070,3795.6,1,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
52929977,431 16:33:17,4829,2370,-134754.95,0,Списание с карты на карту по операции <перевода с карты на карту> через Мобильный банк (без комиссии),Денежные переводы
70665012,55 15:44:23,6010,7071,37506.79,0,Перевод на карту (с карты) через Мобильный банк (с взиманием комиссии с отправителя),Финансовые институты — снятие наличности вручную
16359236,421 19:37:00,5541,1110,-13834.84,0,Покупка. POS ,Станции техобслуживания
70780820,242 07:13:42,6010,7070,5008.39,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
59866223,386 15:44:10,5999,1010,-13137.26,1,Покупка. POS ,Плавательные бассейны — распродажа
